PLMN;SYSTEM;XCI;xNBID;LOCAL_CID;LAC/TAC;PCI/PSC/BSIC;ARFCN;BAND;RSSI;RSRP/RSCP;RSRQ/ECIO;SNR;CQI;TA;DISTANCE;DELTA_AZI;LAT;LON;SPEED;GPS_ACCURACY;UL;DL;BANDWIDTH;BANDWIDTHS;CA;NR_STATE;NARFCN;NR_BAND;NR_PCI;NR_SS_RSRP;NR_SS_RSRQ;NR_SS_SINR;NR_CSI_RSRP;NR_CSI_RSRQ;NR_CSI_SINR;CLF_LABEL;CLF_LOC;CLF_DESC;DATE;TIME;ROAMING
21407;4;;;;;;;;-61;-93;-18;9;;;;;39.663168;-0.229914;1;10;3;18;;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:46:30;--
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-63;-95;-18;8;;;;;39.663197;-0.229881;3;3;6;4;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:46:34;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-58;-90;-17;10;;;;;39.663236;-0.229878;4;7;0;0;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:46:38;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-56;-88;-17;12;;;;;39.663264;-0.229846;4;9;4;3;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:46:43;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-54;-86;-16;12;;;;;39.663297;-0.229809;5;9;8;5;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:46:47;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-52;-84;-16;17;;;;;39.663328;-0.229781;4;8;103;53;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:46:52;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-43;-75;-16;16;;;;;39.663355;-0.229749;4;7;141;0;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:46:56;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-41;-73;-16;14;;;;;39.663396;-0.229773;5;6;98;3;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:47:00;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-42;-74;-16;15;;;;;39.663413;-0.229822;5;7;0;44;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:47:05;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-44;-76;-15;14;;;;;39.663442;-0.229876;5;8;83;30;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:47:09;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-44;-76;-14;13;;;;;39.663466;-0.229914;5;8;18;18;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:47:14;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-47;-79;-15;10;;;;;39.663489;-0.229954;5;5;160;45;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:47:18;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-47;-79;-15;10;;;;;39.663518;-0.229997;4;4;0;0;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:47:22;HOME
21407;4;117996318.0;460923.0;30.0;46600.0;208.0;1301.0;1800 B3;-42;-74;-15;17;;;;;39.66355;-0.230024;5;3;71;20;20000.0;20;1;none;;;;;;;;;;--;--;DATOS 4G SIMULADOS PARA PRUEBAS DEL SOFTWARE. No usar como medida real del TFM.;2026/05/12;20:47:27;HOME
