PLMN;SYSTEM;XCI;xNBID;LOCAL_CID;LAC/TAC;PCI/PSC/BSIC;ARFCN;BAND;RSSI;RSRP/RSCP;RSRQ/ECIO;SNR;CQI;TA;DISTANCE;DELTA_AZI;LAT;LON;SPEED;GPS_ACCURACY;UL;DL;BANDWIDTH;BANDWIDTHS;CA;NR_STATE;NARFCN;NR_BAND;NR_PCI;NR_SS_RSRP;NR_SS_RSRQ;NR_SS_SINR;NR_CSI_RSRP;NR_CSI_RSRQ;NR_CSI_SINR;CLF_LABEL;CLF_LOC;CLF_DESC;DATE;TIME;ROAMING
;0;;;;;;;;;;;;;;;;39.663168;-0.229914;1;10;3;18;;20;1;connected;;;;-86;-11;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:34:10;--
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-61;-96;-19;7.0;;;;;39.663197;-0.229881;3;3;6;4;20000;20;1;connected;156510;700 n28;208;;;12;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:13;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-90;-18;9.0;;;;;39.663236;-0.229878;4;7;0;0;20000;20;1;connected;156510;700 n28;208;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:18;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-90;-18;9.0;;;;;39.663264;-0.229846;4;9;4;3;20000;20;1;connected;156510;700 n28;208;-83;-11;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:23;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-88;-18;9.0;;;;;39.663297;-0.229809;5;9;8;5;20000;20;1;connected;156510;700 n28;208;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:25;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-84;-17;13.0;;;;;39.663328;-0.229781;4;8;103;53;20000;20;1;connected;156510;700 n28;208;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:27;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-76;-18;13.0;;;;;39.663355;-0.229749;4;7;141;0;20000;20;1;connected;156510;700 n28;208;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:31;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-76;-17;12.0;;;;;39.663396;-0.229773;5;6;98;3;20000;20;1;connected;156510;700 n28;208;;;14;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:36;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-76;-17;12.0;;;;;39.663413;-0.229822;5;7;0;44;20000;20;1;connected;156510;700 n28;208;;;14;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:40;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-76;-16;11.0;;;;;39.663442;-0.229876;5;8;83;30;20000;20;1;connected;156510;700 n28;208;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:42;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-76;-16;11.0;;;;;39.663466;-0.229914;5;8;18;18;20000;20;1;connected;156510;700 n28;208;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:44;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-82;-16;7.0;;;;;39.663489;-0.229954;5;5;160;45;20000;20;1;connected;156510;700 n28;208;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:47;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-82;-16;7.0;;;;;39.663518;-0.229997;4;4;0;0;20000;20;1;connected;156510;700 n28;208;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:50;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-76;-17;15.0;;;;;39.663550;-0.230024;5;3;71;20;20000;20;1;connected;156510;700 n28;208;;;8;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:53;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-77;-16;11.0;;;;;39.663586;-0.230007;5;4;0;0;20000;20;1;connected;156510;700 n28;208;;;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:55;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-77;-16;11.0;;;;;39.663624;-0.229983;5;3;2;2;20000;20;1;connected;156510;700 n28;208;;;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:57;HOME
